,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
0,,exp,coexpression,0,,CTSS,MRC1,xxxxxx,xxxxxx
1,,exp,coexpression,0,,GK,GK,xxxxxx,xxxxxx
2,,exp,coexpression,0,,CD248,MMP2,xxxxxx,xxxxxx
3,,exp,coexpression,0,,ADH1B,MAOA,xxxxxx,xxxxxx
4,,exp,coexpression,0,,EFNA1,IER3,xxxxxx,xxxxxx
5,,exp,coexpression,0,,COL1A1,ELN,xxxxxx,xxxxxx
6,,exp,coexpression,0,,MFAP4,PLAT,xxxxxx,xxxxxx
7,,exp,coexpression,0,,CD74,HLA.DQB1,xxxxxx,xxxxxx
8,,exp,coexpression,0,,ADH1B,APCDD1,xxxxxx,xxxxxx
9,,exp,coexpression,0,,HMCN1,HMCN1,xxxxxx,xxxxxx
10,,exp,coexpression,0,,ACTG2,MYOM1,xxxxxx,xxxxxx
11,,exp,coexpression,0,,MYH11,RNF152,xxxxxx,xxxxxx
12,,exp,coexpression,0,,BAG3,HSPE1,xxxxxx,xxxxxx
13,,exp,coexpression,0,,ECM2,OLFML3,xxxxxx,xxxxxx
14,,exp,coexpression,0,,BCL3,SPRY1,xxxxxx,xxxxxx
15,,exp,coexpression,0,,LDLR,PIM1,xxxxxx,xxxxxx
16,,exp,coexpression,0,,MMP2,SAMHD1,xxxxxx,xxxxxx
17,,exp,coexpression,0,,ANGPT1,CCN5,xxxxxx,xxxxxx
18,,exp,coexpression,0,,ANGPTL4,ANGPTL4,xxxxxx,xxxxxx
19,,exp,coexpression,0,,ITGA8,LUM,xxxxxx,xxxxxx
20,,exp,coexpression,0,,CAPN5,TNXB,xxxxxx,xxxxxx
21,,exp,coexpression,0,,ADAMTS4,AKAP12,xxxxxx,xxxxxx
22,,exp,coexpression,0,,C1QB,TLR2,xxxxxx,xxxxxx
23,,exp,coexpression,0,,ACP5,CLEC3B,xxxxxx,xxxxxx
24,,exp,coexpression,0,,HSPE1,HSPE1,xxxxxx,xxxxxx
25,,exp,coexpression,0,,BHLHE40,JUNB,xxxxxx,xxxxxx
26,,exp,coexpression,0,,COL1A1,PODN,xxxxxx,xxxxxx
27,,exp,coexpression,0,,CCN2,PLAT,xxxxxx,xxxxxx
28,,exp,coexpression,0,,GADD45B,STC1,xxxxxx,xxxxxx
29,,exp,coexpression,0,,PFKFB3,THBS1,xxxxxx,xxxxxx
30,,exp,coexpression,0,,ADH1B,G0S2,xxxxxx,xxxxxx
31,,exp,coexpression,0,,ANGPTL4,TNC,xxxxxx,xxxxxx
32,,exp,coexpression,0,,CCL15.CCL14,COL15A1,xxxxxx,xxxxxx
33,,exp,coexpression,0,,PLIN5,PTGDS,xxxxxx,xxxxxx
34,,exp,coexpression,0,,FLT1,NR4A3,xxxxxx,xxxxxx
35,,exp,coexpression,0,,C1QB,SLA,xxxxxx,xxxxxx
36,,exp,coexpression,0,,PLEKHB1,PLEKHB1,xxxxxx,xxxxxx
37,,exp,coexpression,0,,HLA.DQB1,TSC22D3,xxxxxx,xxxxxx
38,,exp,coexpression,0,,F13A1,FCGR3A,xxxxxx,xxxxxx
39,,exp,coexpression,0,,C7,FAIM2,xxxxxx,xxxxxx
40,,exp,coexpression,0,,COL16A1,DCN,xxxxxx,xxxxxx
41,,exp,coexpression,0,,FLRT2,GSTM5,xxxxxx,xxxxxx
42,,exp,coexpression,0,,CLEC2B,FOS,xxxxxx,xxxxxx
43,,exp,coexpression,0,,CLDN5,MMRN1,xxxxxx,xxxxxx
44,,exp,coexpression,0,,CLEC3B,IGSF10,xxxxxx,xxxxxx
45,,exp,coexpression,0,,SERPINE1,TCIM,xxxxxx,xxxxxx
46,,exp,coexpression,0,,CCDC71L,TNFRSF12A,xxxxxx,xxxxxx
47,,exp,coexpression,0,,GADD45B,YBX3,xxxxxx,xxxxxx
48,,exp,coexpression,0,,IRAG1,MGP,xxxxxx,xxxxxx
49,,exp,coexpression,0,,GFRA1,LTBP4,xxxxxx,xxxxxx
50,,exp,coexpression,0,,C1QC,LCP1,xxxxxx,xxxxxx
51,,exp,coexpression,0,,LCN10,PDK4,xxxxxx,xxxxxx
52,,exp,coexpression,0,,CD163,MRC1,xxxxxx,xxxxxx
53,,exp,coexpression,0,,BCL3,ZFP36,xxxxxx,xxxxxx
54,,exp,coexpression,0,,ERRFI1,TSKU,xxxxxx,xxxxxx
55,,exp,coexpression,0,,ANGPT1,CFD,xxxxxx,xxxxxx
56,,exp,coexpression,0,,SPRY1,TGFBI,xxxxxx,xxxxxx
57,,exp,coexpression,0,,DGAT2,FPR1,xxxxxx,xxxxxx
58,,exp,coexpression,0,,ADAM33,FBLN1,xxxxxx,xxxxxx
59,,exp,coexpression,0,,ABCA8,COL5A1,xxxxxx,xxxxxx
60,,exp,coexpression,0,,TNNT2,TNNT2,xxxxxx,xxxxxx
61,,exp,coexpression,0,,MYH11,SLIT3,xxxxxx,xxxxxx
62,,exp,coexpression,0,,FAM83G,FAM83G,xxxxxx,xxxxxx
63,,exp,coexpression,0,,MAOA,PRODH,xxxxxx,xxxxxx
64,,exp,coexpression,0,,FIBIN,NTRK3,xxxxxx,xxxxxx
65,,exp,coexpression,0,,FLNC,IRAG1,xxxxxx,xxxxxx
66,,exp,coexpression,0,,BCL3,TNFAIP3,xxxxxx,xxxxxx
67,,exp,coexpression,0,,ELN,LUM,xxxxxx,xxxxxx
68,,exp,coexpression,0,,CD34,CD34,xxxxxx,xxxxxx
69,,exp,coexpression,0,,GPX3,SLC16A7,xxxxxx,xxxxxx
70,,exp,coexpression,0,,ICAM1,MAFF,xxxxxx,xxxxxx
71,,exp,coexpression,0,,RASD1,ZC3H12A,xxxxxx,xxxxxx
72,,exp,coexpression,0,,EFEMP1,INMT,xxxxxx,xxxxxx
73,,exp,coexpression,0,,C7,ELN,xxxxxx,xxxxxx
74,,exp,coexpression,0,,MGP,PAMR1,xxxxxx,xxxxxx
75,,exp,coexpression,0,,NAMPT,SLC11A1,xxxxxx,xxxxxx
76,,exp,coexpression,0,,KCNE4,VMP1,xxxxxx,xxxxxx
77,,exp,coexpression,0,,BCL3,CLEC2B,xxxxxx,xxxxxx
78,,exp,coexpression,0,,NR4A1,SLC2A3,xxxxxx,xxxxxx
79,,exp,coexpression,0,,CD68,CRISPLD2,xxxxxx,xxxxxx
80,,exp,coexpression,0,,MAFF,RUNX1,xxxxxx,xxxxxx
81,,exp,coexpression,0,,C1QC,CD14,xxxxxx,xxxxxx
82,,exp,coexpression,0,,COL1A2,DNM1,xxxxxx,xxxxxx
83,,exp,coexpression,0,,ICAM1,SLC7A5,xxxxxx,xxxxxx
84,,exp,coexpression,0,,F13A1,STAB1,xxxxxx,xxxxxx
85,,exp,coexpression,0,,ARID5A,FLT1,xxxxxx,xxxxxx
86,,exp,coexpression,0,,ETNK2,ETNK2,xxxxxx,xxxxxx
87,,exp,coexpression,0,,CSRP1,LAMA4,xxxxxx,xxxxxx
88,,exp,coexpression,0,,KRT8,LAMC2,xxxxxx,xxxxxx
89,,exp,coexpression,0,,PIM1,SELE,xxxxxx,xxxxxx
90,,exp,coexpression,0,,SERPINE2,VMP1,xxxxxx,xxxxxx
91,,exp,coexpression,0,,CCDC80,HSPB6,xxxxxx,xxxxxx
92,,exp,coexpression,0,,ADAMTS1,HILPDA,xxxxxx,xxxxxx
93,,exp,coexpression,0,,BHLHE40,CCL2,xxxxxx,xxxxxx
94,,exp,coexpression,0,,COL14A1,FBLN2,xxxxxx,xxxxxx
95,,exp,coexpression,0,,PNP,SPHK1,xxxxxx,xxxxxx
96,,exp,coexpression,0,,CD44,SERPINH1,xxxxxx,xxxxxx
97,,exp,coexpression,0,,CPXM2,SFRP2,xxxxxx,xxxxxx
98,,exp,coexpression,0,,MAFF,SOCS2,xxxxxx,xxxxxx
99,,exp,coexpression,0,,ACTA2,VIM,xxxxxx,xxxxxx
100,,exp,coexpression,0,,FRZB,SFRP1,xxxxxx,xxxxxx
101,,exp,coexpression,0,,ATF3,GADD45B,xxxxxx,xxxxxx
102,,exp,coexpression,0,,CPXM2,FRZB,xxxxxx,xxxxxx
103,,exp,coexpression,0,,HSP90AA1,HSPH1,xxxxxx,xxxxxx
104,,exp,coexpression,0,,PDK4,SYTL2,xxxxxx,xxxxxx
105,,exp,coexpression,0,,SGK1,TMEM176B,xxxxxx,xxxxxx
106,,exp,coexpression,0,,FRZB,PRRT2,xxxxxx,xxxxxx
107,,exp,coexpression,0,,COL12A1,DKK3,xxxxxx,xxxxxx
108,,exp,coexpression,0,,GREB1L,GREB1L,xxxxxx,xxxxxx
109,,exp,coexpression,0,,FRZB,MDK,xxxxxx,xxxxxx
110,,exp,coexpression,0,,ELN,PDLIM3,xxxxxx,xxxxxx
111,,exp,coexpression,0,,CCN1,COL6A3,xxxxxx,xxxxxx
112,,exp,coexpression,0,,ISLR,SFRP1,xxxxxx,xxxxxx
113,,exp,coexpression,0,,OSMR,TNFRSF12A,xxxxxx,xxxxxx
114,,exp,coexpression,0,,C7,COL3A1,xxxxxx,xxxxxx
115,,exp,coexpression,0,,CFD,GFRA1,xxxxxx,xxxxxx
116,,exp,coexpression,0,,ASPN,BOC,xxxxxx,xxxxxx
117,,exp,coexpression,0,,ADH1B,RASL11A,xxxxxx,xxxxxx
118,,exp,coexpression,0,,FGF7,THBS1,xxxxxx,xxxxxx
119,,exp,coexpression,0,,PTP4A1,SLC2A3,xxxxxx,xxxxxx
120,,exp,coexpression,0,,EMILIN1,SPON1,xxxxxx,xxxxxx
121,,exp,coexpression,0,,COL5A3,MYH11,xxxxxx,xxxxxx
122,,exp,coexpression,0,,ADM,STEAP4,xxxxxx,xxxxxx
123,,exp,coexpression,0,,CCN1,ITGA7,xxxxxx,xxxxxx
124,,exp,coexpression,0,,SLC39A14,THBS2,xxxxxx,xxxxxx
125,,exp,coexpression,0,,SYTL2,ZBTB16,xxxxxx,xxxxxx
126,,exp,coexpression,0,,G0S2,PRKAR2B,xxxxxx,xxxxxx
