,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
0,,exp,coexpression,0,,C1QC,CD14,xxxxxx,xxxxxx
1,,exp,coexpression,0,,SOCS3,ZFP36,xxxxxx,xxxxxx
2,,exp,coexpression,0,,RASD1,RASD1,xxxxxx,xxxxxx
3,,exp,coexpression,0,,TLR2,TLR2,xxxxxx,xxxxxx
4,,exp,coexpression,0,,MT2A,MT2A,xxxxxx,xxxxxx
5,,exp,coexpression,0,,COL1A2,ISLR,xxxxxx,xxxxxx
6,,exp,coexpression,0,,CCDC80,COL14A1,xxxxxx,xxxxxx
7,,exp,coexpression,0,,OSMR,OSMR,xxxxxx,xxxxxx
8,,exp,coexpression,0,,C1QC,F13A1,xxxxxx,xxxxxx
9,,exp,coexpression,0,,NAMPT,NAMPT,xxxxxx,xxxxxx
10,,exp,coexpression,0,,CD68,MS4A6A,xxxxxx,xxxxxx
11,,exp,coexpression,0,,COL1A2,COL1A2,xxxxxx,xxxxxx
12,,exp,coexpression,0,,C1QB,C1QB,xxxxxx,xxxxxx
13,,exp,coexpression,0,,AKR1C1,AKR1C1,xxxxxx,xxxxxx
14,,exp,coexpression,0,,CLDN5,CLDN5,xxxxxx,xxxxxx
15,,exp,coexpression,0,,KCNMA1,KCNMA1,xxxxxx,xxxxxx
16,,exp,coexpression,0,,TNXB,TNXB,xxxxxx,xxxxxx
17,,exp,coexpression,0,,C1QA,C1QB,xxxxxx,xxxxxx
18,,exp,coexpression,0,,COL14A1,COL14A1,xxxxxx,xxxxxx
19,,exp,coexpression,0,,C1QC,C1QC,xxxxxx,xxxxxx
20,,exp,coexpression,0,,INMT,INMT,xxxxxx,xxxxxx
21,,exp,coexpression,0,,MMP2,MMP2,xxxxxx,xxxxxx
22,,exp,coexpression,0,,MFAP4,MFAP4,xxxxxx,xxxxxx
23,,exp,coexpression,0,,C1QB,CD68,xxxxxx,xxxxxx
24,,exp,coexpression,0,,HLA.DRB5,HLA.DRB5,xxxxxx,xxxxxx
25,,exp,coexpression,0,,FOSL2,FOSL2,xxxxxx,xxxxxx
26,,exp,coexpression,0,,TCIM,TCIM,xxxxxx,xxxxxx
27,,exp,coexpression,0,,C1QA,CD68,xxxxxx,xxxxxx
28,,exp,coexpression,0,,FBXO32,FBXO32,xxxxxx,xxxxxx
29,,exp,coexpression,0,,CD14,CSF1R,xxxxxx,xxxxxx
30,,exp,coexpression,0,,SLC2A3,SLC2A3,xxxxxx,xxxxxx
31,,exp,coexpression,0,,C1QB,CD163,xxxxxx,xxxxxx
32,,exp,coexpression,0,,CD163,CD68,xxxxxx,xxxxxx
33,,exp,coexpression,0,,MYC,MYC,xxxxxx,xxxxxx
34,,exp,coexpression,0,,FLRT2,FLRT2,xxxxxx,xxxxxx
35,,exp,coexpression,0,,IGFBP6,IGFBP6,xxxxxx,xxxxxx
36,,exp,coexpression,0,,SIK1,SIK1,xxxxxx,xxxxxx
37,,exp,coexpression,0,,C1QA,MS4A6A,xxxxxx,xxxxxx
38,,exp,coexpression,0,,DHCR24,DHCR24,xxxxxx,xxxxxx
